ligne_id,vente_id,ext_id,session_id,famille,designation,quantite,total,vente_date
13298.0,406368.0,R57691699,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,88.2,2025-12-07
13300.0,406370.0,R58053580,1010.0,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-12-07
13371.0,406403.0,R57529800,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2025-12-07
14564.0,406977.0,R54955277,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2025-12-11
14565.0,406977.0,R54955277,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-12-11
14566.0,406977.0,R54955277,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2025-12-11
14569.0,406979.0,R54834171,1018.0,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-12-11
14570.0,406979.0,R54834171,1018.0,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-12-11
14571.0,406979.0,R54834171,1018.0,HEADWEAR,CASQUETTE BRODEE,1.0,30.0,2025-12-11
15650.0,407503.0,R51974670,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,62.1,2025-12-16
15651.0,407503.0,R51974670,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,88.2,2025-12-16
16457.0,407872.0,R56775475,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-12-16
17641.0,408436.0,R54008671,,FAN SEGMENT,HOODIE FAN CAPUCHE,3.0,207.0,2025-12-23
17948.0,408588.0,R55036183,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2025-12-23
18081.0,408647.0,R52580716,,HEADWEAR,BONNET HIVER,1.0,25.0,2025-12-23
555.0,400271.0,R54563091,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2025-09-07
684.0,400337.0,R52600533,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2025-09-09
886.0,400438.0,R59467905,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2025-09-13
986.0,400484.0,R52343083,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2025-09-15
1035.0,400510.0,R58008898,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2025-09-16
1036.0,400510.0,R58008898,,MATCHWEAR,MAILLOT DOMICILE,2.0,180.0,2025-09-16
1037.0,400510.0,R58008898,,ACCESSORIES,MUG CERAMIQUE,1.0,11.4,2025-09-16
1038.0,400510.0,R58008898,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2025-09-16
3002.0,401475.0,R56006505,,FAN SEGMENT,ECHARPE SUPPORTER,2.0,40.0,2025-10-09
3497.0,401716.0,R58160031,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2025-10-12
3532.0,401737.0,R55532579,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,2.0,78.0,2025-10-12
3533.0,401737.0,R55532579,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2025-10-12
4984.0,402431.0,R56723437,,ACCESSORIES,GOURDE ISOTHERME,2.0,39.6,2025-10-17
4985.0,402431.0,R56723437,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,31.5,2025-10-17
5163.0,402515.0,R51960149,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-10-17
5164.0,402515.0,R51960149,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-10-17
9045.0,404369.0,R57965586,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,18.0,2025-11-09
9046.0,404369.0,R57965586,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2025-11-09
9047.0,404369.0,R57965586,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,35.1,2025-11-09
9048.0,404369.0,R57965586,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,18.0,2025-11-09
9404.0,404545.0,R54188893,,FAN SEGMENT,DRAPEAU TRIBUNE,2.0,30.0,2025-11-09
9405.0,404545.0,R54188893,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-11-09
9406.0,404545.0,R54188893,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-11-09
9407.0,404545.0,R54188893,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2025-11-09
9942.0,404799.0,R52977873,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-11-11
9943.0,404799.0,R52977873,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2025-11-11
9997.0,404825.0,R51635202,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2025-11-11
9997.0,404825.0,R51635202,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2025-11-11
10310.0,404977.0,R52269580,,FAN SEGMENT,ECHARPE SUPPORTER,2.0,40.0,2025-11-11
10311.0,404977.0,R52269580,,FAN SEGMENT,ECHARPE SUPPORTER,2.0,40.0,2025-11-11
10312.0,404977.0,R52269580,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-11-11
10313.0,404977.0,R52269580,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-11-11
10314.0,404977.0,R52269580,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-11-11
10315.0,404977.0,R52269580,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2025-11-11
13332.0,406386.0,R58821947,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-12-07
13333.0,406386.0,R58821947,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-12-07
13654.0,406559.0,R57965586,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,31.5,2025-12-09
14751.0,407063.0,R59349529,1012.0,MATCHWEAR,MAILLOT FLOQUE JOUEUR,2.0,201.0,2025-12-11
14806.0,407094.0,R53993413,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-12-11
15399.0,407381.0,R58181362,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2025-12-13
16743.0,408008.0,R58870230,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2025-12-19
17243.0,408244.0,R53040064,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,2.0,78.0,2025-12-21
44.0,400024.0,R56509222,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-08-17
419.0,400200.0,R56980485,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-09-04
420.0,400200.0,R56980485,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2025-09-04
421.0,400200.0,R56980485,,HEADWEAR,BONNET HIVER,1.0,25.0,2025-09-04
779.0,400385.0,R57887055,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2025-09-11
780.0,400385.0,R57887055,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-09-11
2478.0,401226.0,R56273495,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2025-10-09
2479.0,401226.0,R56273495,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2025-10-09
3483.0,401709.0,R52403147,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-10-12
3484.0,401709.0,R52403147,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,37.05,2025-10-12
3485.0,401709.0,R52403147,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2025-10-12
3486.0,401709.0,R52403147,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2025-10-12
3655.0,401803.0,R53942601,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2025-10-12
3656.0,401803.0,R53942601,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2025-10-12
5994.0,402912.0,R56273495,,MATCHWEAR,MAILLOT DOMICILE,1.0,81.0,2025-10-19
5995.0,402912.0,R56273495,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,62.1,2025-10-19
5996.0,402912.0,R56273495,,MATCHWEAR,MAILLOT EXTERIEUR,2.0,180.0,2025-10-19
5997.0,402912.0,R56273495,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,81.0,2025-10-19
5998.0,402912.0,R56273495,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,31.5,2025-10-19
6366.0,403075.0,R57624959,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,58.65,2025-10-21
8236.0,403972.0,R56273495,,HEADWEAR,BONNET HIVER,1.0,25.0,2025-11-06
8260.0,403987.0,R58705946,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,18.0,2025-11-06
8464.0,404086.0,R54816729,1006.0,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2025-11-06
8465.0,404086.0,R54816729,1006.0,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-11-06
8466.0,404086.0,R54816729,1006.0,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2025-11-06
10014.0,404831.0,R52481611,1032.0,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-11-11
10015.0,404831.0,R52481611,1032.0,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-11-11
10017.0,404833.0,R57381464,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2025-11-11
10612.0,405107.0,R56273495,,MATCHWEAR,SHORT DE MATCH,3.0,165.0,2025-11-13
10613.0,405107.0,R56273495,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,81.0,2025-11-13
10614.0,405107.0,R56273495,,SKYLINE,TOTE BAG SKYLINE,1.0,16.2,2025-11-13
10615.0,405107.0,R56273495,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2025-11-13
10616.0,405107.0,R56273495,,HEADWEAR,BONNET HIVER,1.0,25.0,2025-11-13
10617.0,405107.0,R56273495,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-11-13
11301.0,405438.0,R56331941,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-11-14
11302.0,405438.0,R56331941,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2025-11-14
11651.0,405604.0,R54831518,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-11-21
11652.0,405604.0,R54831518,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2025-11-21
11653.0,405604.0,R54831518,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2025-11-21
11723.0,405637.0,R58071692,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2025-11-22
11724.0,405637.0,R58071692,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-11-22
12250.0,405882.0,R56429954,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,48.3,2025-11-29
12251.0,405882.0,R56429954,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2025-11-29
12827.0,406153.0,R56371987,,FAN SEGMENT,ECHARPE SUPPORTER,3.0,60.0,2025-12-05
13880.0,406661.0,R53035016,1011.0,FAN SEGMENT,ECHARPE SUPPORTER,1.0,18.0,2025-12-09
13881.0,406661.0,R53035016,1011.0,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-12-09
14107.0,406761.0,R56957124,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2025-12-09
14776.0,407078.0,R56742440,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,2.0,50.0,2025-12-11
15031.0,407206.0,R54329739,,LIMITED EDITION,HOODIE EDITION LIMITEE,1.0,95.0,2025-12-11
15032.0,407206.0,R54329739,,ACCESSORIES,PORTE-CLES METAL,3.0,24.0,2025-12-11
15033.0,407206.0,R54329739,,HEADWEAR,BONNET HIVER,1.0,22.5,2025-12-11
15034.0,407206.0,R54329739,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2025-12-11
15393.0,407378.0,R52931151,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-12-13
15848.0,407595.0,R58705946,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,49.5,2025-12-16
15849.0,407595.0,R58705946,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,22.5,2025-12-16
17036.0,408141.0,R56273495,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2025-12-21
17037.0,408141.0,R56273495,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,18.0,2025-12-21
17038.0,408141.0,R56273495,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,62.1,2025-12-21
17337.0,408290.0,R51172722,1014.0,FAN SEGMENT,ECHARPE SUPPORTER,1.0,19.0,2025-12-21
17338.0,408290.0,R51172722,1014.0,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-12-21
17339.0,408290.0,R51172722,1014.0,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,37.05,2025-12-21
17340.0,408290.0,R51172722,1014.0,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-12-21
17759.0,408495.0,R56273495,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-12-23
17775.0,408503.0,R58705946,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,58.65,2025-12-23
18200.0,408703.0,R59166989,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-12-23
18317.0,408764.0,R57853474,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,37.05,2025-12-24
18342.0,408775.0,R55118747,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-12-25
1752.0,400854.0,R58760034,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2025-09-30
3852.0,401890.0,R53502601,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,35.1,2025-10-12
4652.0,402264.0,R52315488,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2025-10-15
4653.0,402264.0,R52315488,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-10-15
4852.0,402363.0,R57757712,,HEADWEAR,BONNET HIVER,1.0,25.0,2025-10-17
5191.0,402527.0,R56251082,1016.0,LIMITED EDITION,T-SHIRT DROP CAPSULE,1.0,45.0,2025-10-17
5192.0,402528.0,R59135592,1003.0,FAN SEGMENT,ECHARPE SUPPORTER,1.0,18.0,2025-10-17
5335.0,402600.0,R59947348,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2025-10-17
6000.0,402914.0,R57693816,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,81.0,2025-10-19
6001.0,402914.0,R57693816,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-10-19
6873.0,403331.0,R57757712,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-10-28
7358.0,403567.0,R52096235,1005.0,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2025-10-28
7359.0,403567.0,R52096235,1005.0,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-10-28
7360.0,403567.0,R52096235,1005.0,MATCHWEAR,MAILLOT FLOQUE JOUEUR,3.0,294.0,2025-10-28
7370.0,403572.0,R55491106,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-10-28
7371.0,403572.0,R55491106,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,35.1,2025-10-28
7372.0,403572.0,R55491106,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2025-10-28
7373.0,403572.0,R55491106,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2025-10-28
7389.0,403580.0,R52989855,,TRAINING,SHORT ENTRAINEMENT,1.0,35.0,2025-10-28
7390.0,403580.0,R52989855,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-10-28
7819.0,403775.0,R52763457,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-10-31
7820.0,403775.0,R52763457,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-10-31
7821.0,403775.0,R52763457,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-10-31
7822.0,403775.0,R52763457,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2025-10-31
7823.0,403775.0,R52763457,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2025-10-31
8571.0,404139.0,R55063711,,FAN SEGMENT,T-SHIRT FAN LOGO,2.0,70.0,2025-11-06
8572.0,404139.0,R55063711,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-11-06
8573.0,404139.0,R55063711,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2025-11-06
10424.0,405030.0,R57757712,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,49.5,2025-11-13
11807.0,405674.0,R54334231,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2025-11-23
13372.0,406404.0,R53729813,,TRAINING,BALLON TAILLE 7,1.0,40.0,2025-12-07
13373.0,406404.0,R53729813,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-12-07
14250.0,406831.0,R57757712,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,81.0,2025-12-11
15985.0,407659.0,R54613970,,ESSENTIALS,CHAUSSETTES PAIRE,2.0,24.0,2025-12-16
15986.0,407659.0,R54613970,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,2.0,196.0,2025-12-16
16001.0,407668.0,R53854865,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-12-16
17965.0,408596.0,R53548231,1017.0,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2025-12-23
17966.0,408596.0,R53548231,1017.0,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2025-12-23
18005.0,408617.0,R51278158,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-12-23
18006.0,408617.0,R51278158,,ACCESSORIES,MUG CERAMIQUE,2.0,24.0,2025-12-23
18366.0,408791.0,R52204679,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,30.0,2025-12-26
18367.0,408791.0,R52204679,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-12-26
18368.0,408791.0,R52204679,,TRAINING,BALLON TAILLE 7,1.0,40.0,2025-12-26
18369.0,408791.0,R52204679,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2025-12-26
95.0,400055.0,R56887587,,FAN SEGMENT,DRAPEAU TRIBUNE,3.0,45.0,2025-08-25
96.0,400055.0,R56887587,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,44.0,2025-08-25
299.0,400142.0,R52407716,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-09-02
679.0,400333.0,R58938541,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2025-09-09
680.0,400333.0,R58938541,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-09-09
1051.0,400520.0,R53080522,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2025-09-16
1052.0,400520.0,R53080522,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2025-09-16
1053.0,400520.0,R53080522,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-09-16
1054.0,400520.0,R53080522,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2025-09-16
4843.0,402359.0,R55627537,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,18.0,2025-10-17
4844.0,402359.0,R55627537,,LIMITED EDITION,HOODIE EDITION LIMITEE,1.0,85.5,2025-10-17
5326.0,402594.0,R55357395,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,2.0,196.0,2025-10-17
5670.0,402766.0,R51209090,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2025-10-17
5671.0,402766.0,R51209090,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2025-10-17
5672.0,402766.0,R51209090,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2025-10-17
5673.0,402766.0,R51209090,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2025-10-17
5976.0,402904.0,R56716014,,MATCHWEAR,SHORT DE MATCH,1.0,49.5,2025-10-19
6770.0,403275.0,R55065416,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-10-26
6809.0,403301.0,R55812586,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-10-27
7763.0,403749.0,R51209090,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2025-10-30
7764.0,403749.0,R51209090,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2025-10-30
7765.0,403749.0,R51209090,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2025-10-30
7766.0,403749.0,R51209090,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,93.1,2025-10-30
7767.0,403749.0,R51209090,,MATCHWEAR,MAILLOT DOMICILE,2.0,180.0,2025-10-30
8393.0,404054.0,R58613996,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2025-11-06
8394.0,404054.0,R58613996,,MATCHWEAR,MAILLOT EXTERIEUR,3.0,270.0,2025-11-06
8395.0,404054.0,R58613996,,HEADWEAR,BONNET HIVER,1.0,25.0,2025-11-06
10816.0,405203.0,R57825611,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2025-11-13
10894.0,405242.0,R51830126,,MATCHWEAR,MAILLOT DOMICILE,3.0,270.0,2025-11-13
10895.0,405242.0,R51830126,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-11-13
10896.0,405242.0,R51830126,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2025-11-13
12955.0,406210.0,R57616166,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-12-06
13053.0,406258.0,R55627537,,ACCESSORIES,PORTE-CLES METAL,1.0,7.2,2025-12-07
13054.0,406258.0,R55627537,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2025-12-07
13450.0,406450.0,R59558150,,SKYLINE,TOTE BAG SKYLINE,1.0,18.0,2025-12-07
14871.0,407126.0,R58496846,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-12-11
14924.0,407149.0,R58443659,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-12-11
14997.0,407188.0,R59030367,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-12-11
14998.0,407188.0,R59030367,,LIMITED EDITION,T-SHIRT DROP CAPSULE,1.0,45.0,2025-12-11
14999.0,407188.0,R59030367,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-12-11
15000.0,407188.0,R59030367,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-12-11
15001.0,407188.0,R59030367,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-12-11
15775.0,407560.0,R53976450,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2025-12-16
15776.0,407560.0,R53976450,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,49.5,2025-12-16
15777.0,407560.0,R53976450,,ACCESSORIES,MUG CERAMIQUE,1.0,10.8,2025-12-16
15778.0,407560.0,R53976450,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-12-16
15927.0,407633.0,R52291581,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-12-16
16010.0,407674.0,R55357395,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2025-12-16
16011.0,407674.0,R55357395,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-12-16
16170.0,407744.0,R55114379,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2025-12-16
16171.0,407744.0,R55114379,,FAN SEGMENT,ECHARPE SUPPORTER,2.0,40.0,2025-12-16
16210.0,407763.0,R56771998,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,10.8,2025-12-16
16223.0,407770.0,R51233208,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2025-12-16
16224.0,407770.0,R51233208,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-12-16
16320.0,407808.0,R59558150,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-12-16
16321.0,407808.0,R59558150,,ACCESSORIES,GOURDE ISOTHERME,2.0,44.0,2025-12-16
16322.0,407808.0,R59558150,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,52.25,2025-12-16
312.0,400147.0,R52572881,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-09-02
949.0,400468.0,R54198768,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2025-09-14
950.0,400468.0,R54198768,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-09-14
1835.0,400900.0,R52572881,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2025-10-02
1836.0,400900.0,R52572881,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-10-02
1837.0,400900.0,R52572881,,ESSENTIALS,CHAUSSETTES PAIRE,2.0,24.0,2025-10-02
1838.0,400900.0,R52572881,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2025-10-02
1839.0,400900.0,R52572881,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2025-10-02
1840.0,400900.0,R52572881,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2025-10-02
3249.0,401590.0,R55096190,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2025-10-11
3250.0,401590.0,R55096190,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-10-11
3251.0,401590.0,R55096190,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2025-10-11
3252.0,401590.0,R55096190,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2025-10-11
3253.0,401590.0,R55096190,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2025-10-11
3254.0,401590.0,R55096190,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2025-10-11
3470.0,401703.0,R54706945,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2025-10-12
3602.0,401775.0,R52284972,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2025-10-12
4412.0,402140.0,R58214397,1010.0,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2025-10-15
4878.0,402374.0,R51242269,,ACCESSORIES,PORTE-CLES METAL,1.0,7.2,2025-10-17
4879.0,402374.0,R51242269,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,18.0,2025-10-17
5141.0,402506.0,R52785113,1003.0,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2025-10-17
6128.0,402971.0,R57821598,1004.0,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2025-10-19
6129.0,402971.0,R57821598,1004.0,HEADWEAR,BONNET HIVER,1.0,25.0,2025-10-19
8237.0,403973.0,R56958216,1029.0,HEADWEAR,BONNET HIVER,1.0,25.0,2025-11-06
8511.0,404108.0,R58623871,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2025-11-06
8512.0,404108.0,R58623871,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2025-11-06
